-50	10	0	0	0	0
-49.5	10	0	0	0	0
-49	10	0	0	0	0
-48.5	10	0	0	0	0
-48	10	0	0	0	0
-47.5	10	0	0	0	0
-47	10	0	0	0	0
-46.5	10	0	0	0	0
-46	10	0	0	0	0
-45.5	10	0	0	0	0
-45	10	0	0	0	0
-44.5	10	0	0	0	0
-44	10	0	0	0	0
-43.5	10	0	0	0	0
-43	10	0	0	0	0
-42.5	10	0	0	0	0
-42	10	0	0	0	0
-41.5	10	0	0	0	0
-41	10	0	0	0	0
-40.5	10	0	0	0	0
-40	10	0	0	0	0
-39.5	10	0	0	0	0
-39	10	0	0	0	0
-38.5	10	0	0	0	0
-38	10	0	0	0	0
-37.5	10	0	0	0	0
-37	10	0	0	0	0
-36.5	10	0	0	0	0
-36	10	0	0	0	0
-35.5	10	0	0	0	0
-35	10	0	0	0	0
-34.5	10	0	0	0	0
-34	10	0	0	0	0
-33.5	10	0	0	0	0
-33	10	0	0	0	0
-32.5	10	0	0	0	0
-32	10	0	0	0	0
-31.5	10	0	0	0	0
-31	10	0	0	0	0
-30.5	10	0	0	0	0
-30	10	0	0	0	0
-29.5	10	0	0	0	0
-29	10	0	0	0	0
-28.5	10	0	0	0	0
-28	10	0	0	0	0
-27.5	10	0	0	0	0
-27	10	0	0	0	0
-26.5	10	0	0	0	0
-26	10	0	0	0	0
-25.5	10	0	0	1.49756e-319	0
-25	10	0	0	1.38458e-308	0
-24.5	10	0	0	7.7644e-298	0
-24	10	0	0	2.64088e-287	0
-23.5	10	0	0	5.44807e-277	0
-23	10	0	0	6.81694e-267	0
-22.5	10	0	0	5.17356e-257	0
-22	10	0	0	2.38145e-247	0
-21.5	10	0	0	6.64885e-238	0
-21	10	0	0	1.12591e-228	0
-20.5	10	0	0	1.15642e-219	0
-20	10	0	0	7.20407e-211	0
-19.5	10	0	0	2.72204e-202	0
-19	10	0	0	6.23825e-194	0
-18.5	10	0	0	8.67132e-186	0
-18	10	0	0	7.31071e-178	0
-17.5	10	0	0	3.73842e-170	0
-17	10	0	0	1.1595e-162	0
-16.5	10	0	0	2.18124e-155	0
-16	10	0	0	2.48882e-148	0
-15.5	10	0	0	1.72242e-141	0
-15	10	0	0	7.23005e-135	0
-14.5	10	0	0	1.84079e-128	0
-14	10	0	0	2.8427e-122	0
