-50	10	0	0	0	0
-49	10	0	0	0	0
-48	10	0	0	0	0
-47	10	0	0	0	0
-46	10	0	0	0	0
-45	10	0	0	0	0
-44	10	0	0	0	0
-43	10	0	0	0	0
-42	10	0	0	0	0
-41	10	0	0	0	0
-40	10	0	0	0	0
-39	10	0	0	0	0
-38	10	0	0	0	0
-37	10	0	0	0	0
-36	10	0	0	0	0
-35	10	0	0	0	0
-34	10	0	0	0	0
-33	10	0	0	0	0
-32	10	0	0	0	0
-31	10	0	0	0	0
-30	10	0	0	0	0
-29	10	0	0	0	0
-28	10	0	0	0	0
-27	10	0	0	8.39912e-323	0
-26	10	0	0	8.48938e-300	0
-25	10	0	0	1.19645e-277	0
-24	10	0	0	2.28205e-256	0
-23	10	0	0	5.89067e-236	0
-22	10	0	0	2.05786e-216	0
-21	10	0	0	9.72925e-198	0
-20	10	0	0	6.2252e-180	0
-19	10	0	0	5.39061e-163	0
-18	10	0	0	6.31733e-147	0
-17	10	0	0	1.00194e-131	0
-16	10	0	0	2.15059e-117	0
-15	10	0	0	6.24723e-104	0
-14	10	0	0	2.45599e-91	0
-13	10	0	0	1.30671e-79	0
-12	10	0	0	9.40893e-69	0
-11	10	0	0	9.16882e-59	0
-10	10	0	0	1.2092e-49	6.78709e-309
-9	10	0	0	2.15821e-41	3.33864e-286
-8	10	0	0	5.21314e-34	2.22263e-264
-7	10	0	0	1.70419e-27	2.00252e-243
-6	10	0	0	7.53968e-22	2.44172e-223
-5	10	0	0	4.5149e-17	4.02928e-204
-4	10	0	0	3.66192e-13	8.99847e-186
-3	10	0	0	4.04385e-10	2.71971e-168
-2	10	0	0	6.31063e-08	1.11246e-151
-1	10	0	0	1.7403e-06	6.1583e-136
0	10	3.25047e-06	0	1.63708e-05	4.61367e-121
1	10	3.53217e-05	0	8.76819e-05	4.67782e-107
2	10	0.00019864	0	0.000327743	6.41877e-94
3	10	0.000772494	0	0.000949112	1.19199e-81
4	10	0.00233954	0	0.00226602	2.99572e-70
5	10	0.00588798	0	0.00464538	1.01893e-59
6	10	0.0128275	0	0.00841179	4.69023e-50
7	10	0.0248775	0	0.0137356	2.92185e-41
8	10	0.0438312	0	0.0205448	2.46338e-33
9	10	0.0712449	0	0.0284935	2.81072e-26
10	10	0.108132	0	0.0369992	4.34024e-20
11	10	0.154735	0	0.0453382	9.07029e-15
12	10	0.210435	0	0.0527692	2.56531e-10
13	10	0.273803	0	0.0586538	9.81904e-07
14	10	0.34278	0	0.0625463	0.000508639
15	10	0.414932	0	0.0642383	0.0356583
16	10	0.487728	0	0.0637583	0.338317
17	10	0.558798	1	0.0613337	0.434408
18	10	0.626125	1	0.0573312	0.0754887
19	10	0.688166	1	0.05219	0.00177532
20	10	0.743894	1	0.0463608	5.65047e-06
21	10	0.792782	1	0.0402579	2.4339e-09
22	10	0.834739	1	0.0342272	1.41883e-13
23	10	0.870019	1	0.0285318	1.11936e-18
24	10	0.899124	1	0.0233496	1.19515e-24
25	10	0.92271	1	0.0187812	1.72697e-31
26	10	0.941506	1	0.0148633	3.3772e-39
27	10	0.956251	1	0.0115843	8.938e-48
28	10	0.967647	1	0.00889946	3.20137e-57
29	10	0.976334	1	0.00674446	1.55182e-67
30	10	0.982867	1	0.00504588	1.01803e-78
31	10	0.98772	1	0.00372929	9.0383e-91
32	10	0.991282	1	0.00272448	1.08599e-103
33	10	0.993868	1	0.00196862	1.76594e-117
34	10	0.995725	1	0.00140764	3.88631e-132
35	10	0.997044	1	0.000996516	1.15747e-147
36	10	0.997973	1	0.000698787	4.66544e-164
37	10	0.998621	1	0.000485576	2.545e-181
38	10	0.999069	1	0.000334499	1.87885e-199
39	10	0.999376	1	0.000228519	1.87719e-218
40	10	0.999584	1	0.000154878	2.53826e-238
41	10	0.999725	1	0.00010417	4.64489e-259
42	10	0.999819	1	6.95519e-05	1.15034e-280
43	10	0.999882	1	4.61128e-05	3.85554e-303
44	10	0.999924	1	3.03665e-05	0
45	10	0.999951	1	1.98675e-05	0
46	10	0.999968	1	1.29172e-05	0
47	10	0.99998	1	8.34787e-06	0
48	10	0.999987	1	5.36358e-06	0
49	10	0.999992	1	3.42686e-06	0
50	10	1	1	0	0
