-50	10	0	0	0	0
-49	10	0	0	0	0
-48	10	0	0	0	0
-47	10	0	0	0	0
-46	10	0	0	1.5257e-313	0
-45	10	0	0	1.58883e-290	0
-44	10	0	0	2.23922e-268	0
-43	10	0	0	4.27096e-247	0
-42	10	0	0	1.10247e-226	0
-41	10	0	0	3.85139e-207	0
-40	10	0	0	1.82088e-188	0
-39	10	0	0	1.16508e-170	0
-38	10	0	0	1.00888e-153	0
-37	10	0	0	1.18232e-137	0
-36	10	0	0	1.87518e-122	0
-35	10	0	0	4.02494e-108	0
-34	10	0	0	1.1692e-94	0
-33	10	0	0	4.59652e-82	0
-32	10	0	0	2.44557e-70	0
-31	10	0	0	1.76093e-59	0
-30	10	0	0	1.71599e-49	0
-29	10	0	0	2.26308e-40	0
-28	10	0	0	4.03919e-32	0
-27	10	0	0	9.75664e-25	0
-26	10	0	0	3.18946e-18	0
-25	10	0	0	1.41104e-12	0
-24	10	0	0	8.44774e-08	0
-23	10	0	0	0.000684078	0
-22	10	0	0	0.746542	0
-21	10	0	0	106.814	0
-20	10	0	0	1564.95	0
-19	10	6083.41	0	-5847.89	0
-18	10	-25260.6	0	-723.885	0
-17	10	38680.6	0	33166.1	0
-16	10	-15180.5	0	-68201.2	0
-15	10	-30172	0	61432.4	0
-14	10	46275.4	0	-16371.1	0
-13	10	-22296.9	0	-17446.8	0
-12	10	-4154.33	0	16362.1	0
-11	10	8910.11	0	-1978.54	0
-10	10	-2311.28	0	-3689.48	6.78709e-309
-9	10	-1260.34	0	1581.72	3.33864e-286
-8	10	752.675	0	357.227	2.22263e-264
-7	10	63.7716	0	-352.809	2.00252e-243
-6	10	-119.482	0	-0.0806018	2.44172e-223
-5	10	7.38499	0	49.4919	4.02928e-204
-4	10	14.4614	0	-4.69804	8.99847e-186
-3	10	-0.542841	0	-5.24982	2.71971e-168
-2	10	-0.196607	0	0.71807	1.11246e-151
-1	10	1.1564	0	0.462274	6.1583e-136
0	10	1.09041	0	-0.0627518	4.61367e-121
1	10	0.990394	0	-0.0352252	4.67782e-107
2	10	0.994139	0	0.00340154	6.41877e-94
3	10	1.0003	0	0.00229539	1.19199e-81
4	10	1.00031	0	-7.36482e-05	2.99572e-70
5	10	1.00001	0	-0.00012028	1.01893e-59
6	10	0.999988	0	-5.35969e-06	4.69023e-50
7	10	0.999999	0	4.50551e-06	2.92185e-41
8	10	1	0	6.09718e-07	2.46338e-33
9	10	1	0	-8.8889e-08	2.81072e-26
10	10	1	0	-2.76773e-08	4.34024e-20
11	10	1	0	-8.3263e-10	9.07029e-15
12	10	1	0	5.45852e-10	2.56531e-10
13	10	1	0	8.72234e-11	9.81904e-07
14	10	1	0	1.97684e-12	0.000508639
15	10	1	0	-1.06591e-12	0.0356583
16	10	1	0	-1.81527e-13	0.338317
17	10	1	1	-1.58673e-14	0.434408
18	10	1	1	-8.76537e-16	0.0754887
19	10	1	1	-3.13876e-17	0.00177532
20	10	1	1	-6.94429e-19	5.65047e-06
21	10	1	1	-8.2676e-21	2.4339e-09
22	10	1	1	-3.67302e-23	1.41883e-13
23	10	1	1	-3.12337e-26	1.11936e-18
24	10	1	1	-3.81698e-30	1.19515e-24
25	10	1	1	-6.36653e-35	1.72697e-31
26	10	1	1	-1.43879e-40	3.3772e-39
27	10	1	1	-4.40117e-47	8.938e-48
28	10	1	1	-1.82205e-54	3.20137e-57
29	10	1	1	-1.02086e-62	1.55182e-67
30	10	1	1	-7.74071e-72	1.01803e-78
31	10	1	1	-7.94343e-82	9.0383e-91
32	10	1	1	-1.10318e-92	1.08599e-103
33	10	1	1	-2.07346e-104	1.76594e-117
34	10	1	1	-5.27418e-117	3.88631e-132
35	10	1	1	-1.81562e-130	1.15747e-147
36	10	1	1	-8.45879e-145	4.66544e-164
37	10	1	1	-5.33336e-160	2.545e-181
38	10	1	1	-4.55098e-176	1.87885e-199
39	10	1	1	-5.25558e-193	1.87719e-218
40	10	1	1	-8.21385e-211	2.53826e-238
41	10	1	1	-1.73734e-229	4.64489e-259
42	10	1	1	-4.97316e-249	1.15034e-280
43	10	1	1	-1.9266e-269	3.85554e-303
44	10	1	1	-1.01009e-290	0
45	10	1	1	-7.1671e-313	0
46	10	1	1	0	0
47	10	1	1	0	0
48	10	1	1	0	0
49	10	1	1	0	0
50	10	1	1	0	0
