-50	10	0	0	0	0
-49.5	10	0	0	0	0
-49	10	0	0	0	0
-48.5	10	0	0	0	0
-48	10	0	0	0	0
-47.5	10	0	0	0	0
-47	10	0	0	0	0
-46.5	10	0	0	0	0
-46	10	0	0	7.47571e-320	0
-45.5	10	0	0	1.13958e-308	0
-45	10	0	0	1.05361e-297	0
-44.5	10	0	0	5.90838e-287	0
-44	10	0	0	2.0096e-276	0
-43.5	10	0	0	4.14576e-266	0
-43	10	0	0	5.18741e-256	0
-42.5	10	0	0	3.93686e-246	0
-42	10	0	0	1.81218e-236	0
-41.5	10	0	0	5.05949e-227	0
-41	10	0	0	8.56771e-218	0
-40.5	10	0	0	8.79985e-209	0
-40	10	0	0	5.482e-200	0
-39.5	10	0	0	2.07136e-191	0
-39	10	0	0	4.74705e-183	0
-38.5	10	0	0	6.5985e-175	0
-38	10	0	0	5.56313e-167	0
-37.5	10	0	0	2.84476e-159	0
-37	10	0	0	8.8232e-152	0
-36.5	10	0	0	1.65981e-144	0
-36	10	0	0	1.89384e-137	0
-35.5	10	0	0	1.31064e-130	0
-35	10	0	0	5.5014e-124	0
-34.5	10	0	0	1.40061e-117	0
-34	10	0	0	2.16278e-111	0
-33.5	10	0	0	2.02564e-105	0
-33	10	0	0	1.1507e-99	0
-32.5	10	0	0	3.96478e-94	0
-32	10	0	0	8.28564e-89	0
-31.5	10	0	0	1.05023e-83	0
-31	10	0	0	8.07419e-79	0
-30.5	10	0	0	3.765e-74	0
-30	10	0	0	1.06484e-69	0
-29.5	10	0	0	1.82665e-65	0
-29	10	0	0	1.90055e-61	0
-28.5	10	0	0	1.19937e-57	0
-28	10	0	0	4.59074e-54	0
-27.5	10	0	0	1.06577e-50	0
-27	10	0	0	1.50069e-47	0
-26.5	10	0	0	1.28162e-44	0
-26	10	0	0	6.63813e-42	0
-25.5	10	0	0	2.08494e-39	0
-25	10	0	0	3.9696e-37	0
-24.5	10	0	0	4.57694e-35	0
-24	10	0	0	3.18716e-33	0
-23.5	10	0	0	1.33038e-31	0
-23	10	0	0	3.25765e-30	0
-22.5	10	0	0	4.36636e-29	0
-22	10	0	0	2.31732e-28	0
-21.5	10	0	0	-1.28549e-27	0
-21	10	0	0	-2.33492e-26	0
-20.5	10	0	0	-6.89553e-26	0
-20	10	2.86241e-26	0	5.70006e-25	0
